1258623881	20240820	202408	2024	2024.6301	AUS	AUSTRALIA	AUS								ESP	BARCELONA	ESP								1	051	051	05	1	3.4	2	1	2	1.36645962732919	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	4	Mountain View, Victoria, Australia	AS	AS07	5414	-38.2667	145.867	-1589169	20250820163000	http://www.prnewswire.com/news-releases/google-and-skylo-expand-satellite-connectivity-to-pixel-10-series-and-unveil-pixel-watch-4-the-worlds-first-smartwatch-with-2-way-satellite-emergency-messaging-302534828.html
1258625583	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								IGOWSTNAT	NATO	WST	NAT				IGO			0	100	100	10	3	-5.0	4	2	4	-0.127232020085345	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://www.prokerala.com/news/articles/a1666030.html
1258625584	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								IGOWSTNAT	NATO	WST	NAT				IGO			0	160	160	16	4	-4.0	12	2	12	-0.127232020085345	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://www.prokerala.com/news/articles/a1666030.html
1258625585	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								IGOWSTNAT	NATO	WST	NAT				IGO			0	160	160	16	4	-4.0	4	2	4	-0.127232020085345	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://www.prokerala.com/news/articles/a1666030.html
1258625586	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	1	1	1	0.51724137931034	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://www.dw.com/en/ukraine-nato-defense-chiefs-talk-security-guarantees/live-73700979
1258625587	20250820	202508	2025	2025.6301	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	4	1	4	0.39787798408489	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625588	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	050	050	05	1	3.5	2	1	2	0.39787798408489	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625589	20250820	202508	2025	2025.6301	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	050	050	05	1	3.5	4	1	4	0.39787798408489	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625590	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	2	1	2	-3.831891223733	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250820163000	https://www.fxstreet.com/news/wti-crude-oil-range-bound-as-peace-talks-ease-risks-but-supply-concerns-linger-202508201247
1258625591	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	057	057	05	1	8.0	8	1	8	-3.831891223733	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250820163000	https://www.fxstreet.com/news/wti-crude-oil-range-bound-as-peace-talks-ease-risks-but-supply-concerns-linger-202508201247
1258625592	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	111	111	11	3	-2.0	2	1	2	-3.8961038961039	4	Odesa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Odesa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Odesa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	20250820163000	https://www.the-express.com/news/world-news/180924/nato-scrambles-war-planes-russia-strikes-less-than-mile-from-border
1258625593	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								RUS	RUSSIAN	RUS								0	111	111	11	3	-2.0	2	1	2	-3.8961038961039	4	Odesa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://www.the-express.com/news/world-news/180924/nato-scrambles-war-planes-russia-strikes-less-than-mile-from-border
1258625594	20250820	202508	2025	2025.6301	UKR	UKRAINIAN	UKR								USA	UNITED STATES	USA								0	026	026	02	1	4.0	1	1	1	0.39787798408489	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625595	20250820	202508	2025	2025.6301	UKR	UKRAINIAN	UKR								USA	UNITED STATES	USA								0	026	026	02	1	4.0	1	1	1	0.39787798408489	1	Finland	FI	FI		64	26	FI	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Finland	FI	FI		64	26	FI	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625596	20250820	202508	2025	2025.6301	UKR	UKRAINIAN	UKR								USA	THE US	USA								1	036	036	03	1	4.0	1	1	1	-0.13054830287206	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	Germany	GM	GM		51.5	10.5	GM	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250820163000	https://ianslive.in/possibility-of-putin-zelensky-meeting-in-near-future-extremely-low-former-state-department-official--20250820211857
1258625597	20250820	202508	2025	2025.6301	UKR	UKRAINIAN	UKR								USA	UNITED STATES	USA								0	046	046	04	1	7.0	2	1	2	0.39787798408489	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625598	20250820	202508	2025	2025.6301	UKR	UKRAINIAN	UKR								USA	UNITED STATES	USA								0	046	046	04	1	7.0	2	1	2	0.39787798408489	1	Germany	GM	GM		51.5	10.5	GM	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625599	20250820	202508	2025	2025.6301	UKR	UKRAINE	UKR								USA	UNITED STATES	USA								1	128	128	12	3	-5.0	2	1	2	0.39787798408489	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://naharnet.com/stories/en/314774-ukraine-allies-meet-with-hopes-of-peace-talks-breakthrough
1258625600	20250820	202508	2025	2025.6301	UKRGOV	UKRAINE	UKR					GOV			GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	-5.4519368723099	1	Ukraine	UP	UP		49	32	UP	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Ukraine	UP	UP		49	32	UP	20250820163000	https://dnyuz.com/2025/08/20/leavitt-admits-fixing-d-c-crime-stats-amid-doj-probe/
1258625601	20250820	202508	2025	2025.6301	UKRGOV	UKRAINIAN	UKR					GOV			USA	ALASKA	USA								0	040	040	04	1	1.0	6	2	6	-0.127232020085345	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	2	Alaska, United States	US	USAK		61.385	-152.268	AK	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20250820163000	https://www.prokerala.com/news/articles/a1666030.html
1258625602	20250820	202508	2025	2025.6301	UKRGOV	UKRAINE	UKR					GOV			USAGOV	UNITED STATES	USA					GOV			0	040	040	04	1	1.0	2	1	2	-5.4519368723099	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250820163000	https://dnyuz.com/2025/08/20/leavitt-admits-fixing-d-c-crime-stats-amid-doj-probe/
1258625603	20250820	202508	2025	2025.6301	USA	NORTH CAROLINA	USA																		1	010	010	01	1	0.0	6	1	6	0.40485829959514	3	Tarboro, North Carolina, United States	US	USNC	NC065	35.8968	-77.5358	1022886	0								3	Tarboro, North Carolina, United States	US	USNC	NC065	35.8968	-77.5358	1022886	20250820163000	https://www.rockymounttelegram.com/news/local/atkinson-named-first-vp-of-nc-sheriffs-association/article_e50dde3e-77df-4c3d-9b30-d35a5ef33133.html
1258625604	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	1	4	-3.04449648711944	3	Pierce County, Washington, United States	US	USWA	WA053	47.0332	-122.118	1529159	0								3	Pierce County, Washington, United States	US	USWA		47.0332	-122.118	1529159	20250820163000	http://www.chronline.com/stories/56-animals-seized-from-pierce-county-home-including-puppies-a-deer-and-goats,385689
1258625605	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-5.08474576271187	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	0								3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20250820163000	https://www.metrotimes.com/weed/michigan-regulators-fine-29-cannabis-businesses-for-numerous-violations-in-july-40277327
1258625606	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	0.80174927113703	3	Manatee County, Florida, United States	US	USFL	FL081	27.5009	-82.2915	295744	0								3	Manatee County, Florida, United States	US	USFL		27.5009	-82.2915	295744	20250820163000	https://www.yourobserver.com/news/2025/aug/20/conservationists-threatened-species-may-surprise-you/
1258625607	20250820	202508	2025	2025.6301	USA	MISSISSIPPI	USA																		1	010	010	01	1	0.0	1	1	1	-4.28211586901763	3	Wilkes County, Georgia, United States	US	USGA	GA317	33.8001	-82.7665	351265	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20250820163000	https://www.gpb.org/news/2025/08/20/angler-used-antique-phone-catch-fish-and-thats-illegal-georgia-cops-say
1258625608	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	6	1	6	-5.08474576271187	3	Ferndale, Michigan, United States	US	USMI	MI125	42.4606	-83.1347	625911	0								3	Ferndale, Michigan, United States	US	USMI	MI125	42.4606	-83.1347	625911	20250820163000	https://www.metrotimes.com/weed/michigan-regulators-fine-29-cannabis-businesses-for-numerous-violations-in-july-40277327
1258625609	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	10	2	10	-0.127895276642688	2	Alaska, United States	US	USAK		61.385	-152.268	AK	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250820163000	https://ianslive.in/possibility-of-putin-zelensky-meeting-in-near-future-extremely-low-former-state-department-official--20250820211857
1258625610	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	0.89730807577268	1	Cote D'ivoire	IV	IV		8	-5	IV	0								1	Cote D'ivoire	IV	IV		8	-5	IV	20250820163000	https://www.forbes.com/sites/eshachhabra/2025/08/20/californias-forager-invests-in-cashew-farmers-in-cte-divoire/
1258625611	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	-4.28211586901763	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20250820163000	https://www.gpb.org/news/2025/08/20/angler-used-antique-phone-catch-fish-and-thats-illegal-georgia-cops-say
1258625612	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-3.02233902759527	1	Singapore	SN	SN		1.366667	103.8	SN	0								1	Singapore	SN	SN		1.366667	103.8	SN	20250820163000	https://collider.com/countdown-episode-11-recap/
1258625613	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	011	011	01	1	-0.1	4	1	4	-2.01005025125628	3	Anderson Park, Washington, United States	US	USWA	WA033	47.4104	-122.265	1510629	0								3	Anderson Park, Washington, United States	US	USWA		47.4104	-122.265	1510629	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625614	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	011	011	01	1	-0.1	4	1	4	-2.01005025125628	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625615	20250820	202508	2025	2025.6301	USA	MARYLAND	USA																		1	011	011	01	1	-0.1	6	1	6	-0.78125	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	0								3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20250820163000	https://www.capitalgazette.com/2025/08/20/wes-moore-dodges-nonprofit-questions/
1258625616	20250820	202508	2025	2025.6301	USA	MARYLAND	USA																		1	011	011	01	1	-0.1	4	1	4	-0.78125	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20250820163000	https://www.capitalgazette.com/2025/08/20/wes-moore-dodges-nonprofit-questions/
1258625617	20250820	202508	2025	2025.6301	USA	OHIO	USA																		1	014	014	01	1	0.0	7	1	7	2.49110320284697	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250820163000	https://highlandcountypress.com/news/time-congressional-redistricting-ohio-again
1258625618	20250820	202508	2025	2025.6301	USA	SOUTH CAROLINA	USA																		1	017	017	01	1	0.0	6	1	6	-0.15822784810126	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20250820163000	https://www.live5news.com/2025/08/20/sc-trooper-killed-orangeburg-crash-be-laid-rest-wednesday-morning/
1258625619	20250820	202508	2025	2025.6301	USA	DETROIT	USA																		1	020	020	02	1	3.0	10	1	10	-5.08474576271187	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	0								3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20250820163000	https://www.metrotimes.com/weed/michigan-regulators-fine-29-cannabis-businesses-for-numerous-violations-in-july-40277327
1258625620	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	-3.02233902759527	3	Beverly Hills, California, United States	US	USCA	CA037	34.0736	-118.4	1652672	0								3	Beverly Hills, California, United States	US	USCA		34.0736	-118.4	1652672	20250820163000	https://collider.com/countdown-episode-11-recap/
1258625621	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	1.01010101010101	3	Hawthorne Country Club, Massachusetts, United States	US	USMA	MA005	41.6159	-70.9831	599711	0								3	Hawthorne Country Club, Massachusetts, United States	US	USMA		41.6159	-70.9831	599711	20250820163000	http://www.eastbayri.com/stories/planners-say-housing-should-be-considered-at-old-whs,133567
1258625622	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	6	1	6	0.26954177897574	3	Cape May, New Jersey, United States	US	USNJ	NJ009	38.9351	-74.906	875189	0								3	Cape May, New Jersey, United States	US	USNJ		38.9351	-74.906	875189	20250820163000	https://nj1015.com/name-baby-zebras-cape-may/
1258625623	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	1	1	1	-1.46726862302483	3	Keyport, New Jersey, United States	US	USNJ	NJ025	40.4332	-74.1996	877556	0								3	Keyport, New Jersey, United States	US	USNJ	NJ025	40.4332	-74.1996	877556	20250820163000	https://nj1015.com/new-jersey-beach-restrictions/
1258625624	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	5	1	5	-1.46726862302483	3	Long Branch, New Jersey, United States	US	USNJ	NJ025	40.3043	-73.9924	882496	0								3	Long Branch, New Jersey, United States	US	USNJ		40.3043	-73.9924	882496	20250820163000	https://nj1015.com/new-jersey-beach-restrictions/
1258625625	20250820	202508	2025	2025.6301	USA	VIRGINIA	USA																		1	022	022	02	1	3.2	2	1	2	0	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250820163000	https://realradio804.com/virginia-lobbyists-clash-over-legalizing-internet-gaming/
1258625626	20250820	202508	2025	2025.6301	USA	NEW JERSEY	USA																		1	0231	023	02	1	3.4	3	1	3	0.26954177897574	3	Cape May, New Jersey, United States	US	USNJ	NJ009	38.9351	-74.906	875189	0								3	Cape May, New Jersey, United States	US	USNJ		38.9351	-74.906	875189	20250820163000	https://nj1015.com/name-baby-zebras-cape-may/
1258625627	20250820	202508	2025	2025.6301	USA	NEW JERSEY	USA																		1	0231	023	02	1	3.4	4	1	4	0.26954177897574	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250820163000	https://nj1015.com/name-baby-zebras-cape-may/
1258625628	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	030	030	03	1	4.0	2	1	2	-2.70270270270271	3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	0								3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	20250820163000	https://www.rockymounttelegram.com/news/state/trumps-bid-to-nix-greenhouse-emissions-rules-puts-u-s-at-climate-crossroads/article_5a407c5d-ecae-5dfd-b671-1f9dd61cbc9a.html
1258625629	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	0353	035	03	1	7.0	4	1	4	-2.01005025125628	3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	0								3	Seattle, Washington, United States	US	USWA	WA033	47.6062	-122.332	1512650	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625630	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	0353	035	03	1	7.0	1	1	1	-2.01005025125628	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Gas Works Park, Washington, United States	US	USWA		47.6454	-122.335	1531765	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625631	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	0353	035	03	1	7.0	3	1	3	-2.01005025125628	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625632	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	6	1	6	-2.01005025125628	3	Anderson Park, Washington, United States	US	USWA	WA033	47.4104	-122.265	1510629	0								3	Anderson Park, Washington, United States	US	USWA		47.4104	-122.265	1510629	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625633	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	2	1	2	-2.01005025125628	3	Anderson Park, Washington, United States	US	USWA	WA033	47.4104	-122.265	1510629	0								3	Gas Works Park, Washington, United States	US	USWA		47.6454	-122.335	1531765	20250820163000	http://www.chronline.com/stories/christian-worship-concert-moves-from-cal-anderson-park-to-gas-works,385691
1258625634	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	4	1	4	2.32858990944373	3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	0								3	Milwaukee, Wisconsin, United States	US	USWI	WI079	43.0389	-87.9065	1577901	20250820163000	https://www.wuwm.com/arts-culture/2025-08-20/hunting-for-beach-glass-on-milwaukees-freshwater-shores
1258625635	20250820	202508	2025	2025.6301	USA	WASHINGTON	USA																		0	040	040	04	1	1.0	2	1	2	2.80528052805281	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20250820163000	https://dailytimes.com.pk/tag/azerbaijan/
1258625636	20250820	202508	2025	2025.6301	USA	MAINE	USA																		1	040	040	04	1	1.0	1	1	1	4.98533724340176	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20250820163000	https://www.boothbayregister.com:443/article/teens-trails-announces-new-executive-director/261622
1258625637	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	041	041	04	1	1.0	2	1	2	-4.28211586901763	3	Wilkes County, Georgia, United States	US	USGA	GA317	33.8001	-82.7665	351265	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20250820163000	https://www.gpb.org/news/2025/08/20/angler-used-antique-phone-catch-fish-and-thats-illegal-georgia-cops-say
1258625638	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	4	1	4	0.96741344195519	3	North Kingstown, Rhode Island, United States	US	USRI	RI009	41.5501	-71.4662	1219340	0								3	North Kingstown, Rhode Island, United States	US	USRI		41.5501	-71.4662	1219340	20250820163000	https://techxplore.com/news/2025-08-winged-ferry-glides-pelican-coastal.html
1258625639	20250820	202508	2025	2025.6301	USA	TEXAS	USA																		0	042	042	04	1	1.9	1	1	1	-4.34124179707218	3	Guadalupe River, Texas, United States	US	USTX	TX057	28.4347	-96.8044	1377682	0								3	Guadalupe River, Texas, United States	US	USTX		28.4347	-96.8044	1377682	20250820163000	https://www.ktsa.com/texas-senate-fast-tracks-thc-ban-flood-prep-and-bathroom-restrictions-for-transgender-people/
1258625640	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	1	1	1	-1.46726862302483	3	Asbury Park, New Jersey, United States	US	USNJ	NJ025	40.2204	-74.0121	874396	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250820163000	https://nj1015.com/new-jersey-beach-restrictions/
1258625641	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	4	1	4	-2.65306122448979	3	Delaware County Community College, Pennsylvania, United States	US	USPA	PA045	39.9668	-75.3932	1210934	0								3	Delaware County Community College, Pennsylvania, United States	US	USPA		39.9668	-75.3932	1210934	20250820163000	https://www.delcotimes.com/2025/08/20/septa-cuts-will-deeply-impact-delaware-county/
1258625642	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	3	1	3	-1.07142857142857	3	Cibolo, Texas, United States	US	USTX	TX187	29.5616	-98.227	1332832	0								3	Cibolo, Texas, United States	US	USTX	TX187	29.5616	-98.227	1332832	20250820163000	https://martinsvillebulletin.com/news/local/government-politics/article_4e055bb1-b48e-4bc0-8c32-4c3e05a25f5b.html
1258625643	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	1	1	1	-1.46726862302483	3	Manasquan, New Jersey, United States	US	USNJ	NJ025	40.1262	-74.0493	878065	0								3	Manasquan, New Jersey, United States	US	USNJ	NJ025	40.1262	-74.0493	878065	20250820163000	https://nj1015.com/new-jersey-beach-restrictions/
1258625644	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	1	1	1	-1.46726862302483	3	Long Branch, New Jersey, United States	US	USNJ	NJ025	40.3043	-73.9924	882496	0								3	Long Branch, New Jersey, United States	US	USNJ		40.3043	-73.9924	882496	20250820163000	https://nj1015.com/new-jersey-beach-restrictions/
1258625645	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	4	1	4	0.57660626029654	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250820163000	https://www.nbcconnecticut.com/news/national-international/winged-ferry-test-flight/3627689/
1258625646	20250820	202508	2025	2025.6301	USA	TEXAS	USA																		1	043	043	04	1	2.8	2	1	2	-1.07142857142857	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Cibolo, Texas, United States	US	USTX	TX187	29.5616	-98.227	1332832	20250820163000	https://martinsvillebulletin.com/news/local/government-politics/article_4e055bb1-b48e-4bc0-8c32-4c3e05a25f5b.html
1258625647	20250820	202508	2025	2025.6301	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	3	1	3	-1.07142857142857	3	Cibolo, Texas, United States	US	USTX	TX187	29.5616	-98.227	1332832	0								3	Cibolo, Texas, United States	US	USTX	TX187	29.5616	-98.227	1332832	20250820163000	https://martinsvillebulletin.com/news/local/government-politics/article_4e055bb1-b48e-4bc0-8c32-4c3e05a25f5b.html
